54.902166;23.939106
54.902092;23.938728
54.901947;23.938807
54.899812;23.935911
54.899373;23.935356
54.899231;23.935352
54.899146;23.93503
54.899001;23.933072
54.899038;23.932058
54.89886;23.932027
54.89885;23.930535
54.898793;23.930146
54.898696;23.929864
54.898442;23.929454
54.898322;23.92909
54.898088;23.927415
54.89758;23.925787
54.897461;23.925528
54.897196;23.925277
54.896684;23.925241
54.896688;23.925054
54.896793;23.924971
54.896982;23.924989
54.897076;23.921904
54.897277;23.921689
54.897341;23.9214
54.897295;23.921052
54.897139;23.920822
54.897885;23.902258
54.897897;23.902108
54.897948;23.902041
54.897896;23.901825
54.897923;23.900184
54.898242;23.896262
54.896161;23.896089
54.89617;23.895683
54.895829;23.895631
54.895958;23.894666
54.895926;23.893003
54.895804;23.892888
54.895716;23.892402
54.895288;23.891003
54.894928;23.890946
54.894957;23.88882
54.895007;23.888106
54.895127;23.887493
54.892493;23.887396
54.892475;23.888663
54.892417;23.88939
54.892151;23.890368
54.892106;23.890749
54.891475;23.892564
54.891287;23.892974
54.891103;23.893193
54.889098;23.894585
54.888087;23.895677
54.887729;23.895871
54.887356;23.895928
54.88343;23.894499
54.883451;23.894324
54.879039;23.892702
54.877722;23.892193
54.877357;23.89198
54.877328;23.892206
54.876136;23.891764
54.875886;23.89157
54.87491;23.891186
54.874904;23.890878
54.87468;23.890911
54.873708;23.890662
54.865441;23.88751
54.865488;23.88713
54.864623;23.886807
54.864564;23.887212
54.863476;23.886823
54.863487;23.88672
54.862816;23.886488
54.862806;23.886572
54.862579;23.886504
54.861273;23.886049
54.856898;23.884373
54.856859;23.884425
54.856548;23.88432
54.854819;23.883558
54.851486;23.882339
54.849732;23.881621
54.849461;23.88157
54.84758;23.880876
54.847249;23.880691
54.847121;23.880695
54.843706;23.879415
54.840441;23.878048
54.838212;23.877249
54.838049;23.877292
54.835573;23.876368
54.835522;23.876413
54.835142;23.87627
54.835088;23.876105
54.834957;23.876066
54.834866;23.87618
54.832444;23.875193
54.828713;23.873828
54.828619;23.8737
54.828225;23.873643
54.827333;23.873293
54.827418;23.872753
54.827096;23.871636
54.827162;23.870594
54.825999;23.869582
54.825544;23.868966
54.824339;23.868576
54.825334;23.856753
54.82536;23.856386
54.825277;23.856361
54.825435;23.854942
54.8256;23.852753
54.825704;23.850618
54.825659;23.850042
54.825372;23.850068
54.825161;23.8496
54.823854;23.84867
54.822335;23.849302
54.820426;23.850303
54.819227;23.855576
54.819162;23.855699
54.818519;23.85617
54.818199;23.856195
54.816766;23.854741
54.816538;23.854131
54.815047;23.852842
54.81356;23.850183
54.813364;23.849916
54.811399;23.84825
54.809988;23.847167
54.809757;23.84709
54.809456;23.847209
54.808807;23.847644
54.808555;23.847747
54.807966;23.847824
54.807129;23.848251
54.791019;23.80033
54.790121;23.797624
54.790223;23.797425
54.790219;23.797303
54.78994;23.796969
54.787774;23.790509
54.787672;23.79008
54.787653;23.789572
54.787848;23.788627
54.787773;23.788511
54.787634;23.788499
54.787516;23.788242
54.786614;23.787359
54.78645;23.787003
54.78254;23.775396
54.782523;23.775207
54.781688;23.775264
54.781545;23.773094
54.781481;23.77266
54.781141;23.771251
54.774705;23.752086
54.774585;23.752142
54.765532;23.749153
54.765112;23.749135
54.756679;23.750507
54.756246;23.750515
54.7558;23.75038
54.753764;23.749567
54.752577;23.749717
54.75066;23.750113
54.741575;23.751083
54.741402;23.751049
54.741236;23.750881
54.740809;23.750124
54.732155;23.734628
54.728645;23.729769
54.728261;23.72962
54.727696;23.727078
54.726663;23.724655
54.72146;23.714675
54.7181;23.709118
54.717648;23.708644
54.708899;23.701514
54.708731;23.701286
54.703474;23.685448
54.702732;23.683284
54.701885;23.681126
54.690311;23.646168
54.68864;23.647139
54.68394;23.651729
54.68273;23.652829
54.682089;23.653191
